"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"NHF","NexPoint Strategic Opportunities Fund","9.45","$431.25M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nhf",
"NXST","Nexstar Media Group, Inc.","87.04","$3.94B","2003","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/nxst",
"NXTC","NextCure, Inc.","11.46","$315.75M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nxtc",
"NEXT","NextDecade Corporation","2.53","$305.26M","2015","Public Utilities","Oil & Gas Production","https://old.nasdaq.com/symbol/next",
"NEP","NextEra Energy Partners, LP","64.32","$4.21B","2014","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/nep",
"NEE","NextEra Energy, Inc.","299.55","$146.67B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/nee",
"NEE^I","NextEra Energy, Inc.","25.25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nee^i",
"NEE^J","NextEra Energy, Inc.","25.02","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nee^j",
"NEE^K","NextEra Energy, Inc.","25.93","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nee^k",
"NEE^N","NextEra Energy, Inc.","27.83","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nee^n",
"NEE^O","NextEra Energy, Inc.","58.45","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nee^o",
"NEE^P","NextEra Energy, Inc.","50.79","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nee^p",
"NEE^Q","NextEra Energy, Inc.","50.69","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nee^q",
"NGACU","NextGen Acquisition Corporation","9.89","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ngacu",
"NXGN","NextGen Healthcare, Inc.","13.5","$900.04M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/nxgn",
"NEX","NexTier Oilfield Solutions Inc.","1.91","$409.37M","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/nex",
"NGL","NGL ENERGY PARTNERS LP","3.59","$462.29M","2011","Energy","Oil Refining/Marketing","https://old.nasdaq.com/symbol/ngl",
"NGL^B","NGL ENERGY PARTNERS LP","11.1","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ngl^b",
"NGL^C","NGL ENERGY PARTNERS LP","12.15","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ngl^c",
"NGM","NGM Biopharmaceuticals, Inc.","16.28","$1.12B","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ngm",
"NODK","NI Holdings, Inc.","16.71","$358.8M","2017","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/nodk",
"NMK^B","Niagara Mohawk Holdings, Inc.","99.52","n/a","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/nmk^b",
"NMK^C","Niagara Mohawk Holdings, Inc.","104.5133","n/a","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/nmk^c",
"EGOV","NIC Inc.","21.09","$1.41B","1999","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/egov",
"NICE","NICE Ltd","233.08","$14.62B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/nice",
"NICK","Nicholas Financial, Inc.","7.8435","$61.18M","n/a","Finance","Finance Companies","https://old.nasdaq.com/symbol/nick",
"NCBS","Nicolet Bankshares Inc.","59.65","$621.42M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ncbs",
"NLSN","Nielsen N.V.","13.61","$4.86B","2011","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/nlsn",
"NKE","Nike, Inc.","127.43","$200.04B","n/a","Consumer Non-Durables","Shoe Manufacturing","https://old.nasdaq.com/symbol/nke",
"NKLA","Nikola Corporation","20.46","$7.75B","2018","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/nkla",
"NINE","Nine Energy Service, Inc.","1.15","$36.39M","2018","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/nine",
"NIO","NIO Inc.","27.63","$33.78B","2018","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/nio",
"NI","NiSource, Inc","23.47","$8.99B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/ni",
"NI^B","NiSource, Inc","28.04","n/a","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/ni^b",
"NIU","Niu Technologies","30.53","$2.28B","2018","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/niu",
"NKTX","Nkarta, Inc.","30.19","$986.44M","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nktx",
"NL","NL Industries, Inc.","4.85","$236.63M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/nl",
"LASR","nLIGHT, Inc.","23.44","$911.2M","2018","Technology","Semiconductors","https://old.nasdaq.com/symbol/lasr",
"NMIH","NMI Holdings Inc","23.11","$1.96B","2013","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/nmih",
"NNBR","NN, Inc.","6.305","$269.52M","1994","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/nnbr",
"NOAH","Noah Holdings Ltd.","27.82","$1.71B","2010","Finance","Investment Managers","https://old.nasdaq.com/symbol/noah",
"NBLX","Noble Midstream Partners LP","8.55","$772.56M","n/a","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/nblx",
"NOK","Nokia Corporation","4.18","$23.49B","1994","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/nok",
"NOMD","Nomad Foods Limited","25.37","$4.99B","2016","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/nomd",
"NMR","Nomura Holdings Inc ADR","4.63","$14.15B","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/nmr",
"NDLS","Noodles & Company","8.12","$360.16M","2013","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/ndls",
"OSB","Norbord Inc.","32.09","$2.59B","n/a","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/osb",
"NAT","Nordic American Tankers Limited","3.38","$505.95M","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/nat",
"NDSN","Nordson Corporation","207.33","$12.03B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/ndsn",
"JWN","Nordstrom, Inc.","12.17","$1.91B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/jwn",
"NSC","Norfolk Southern Corporation","213.67","$54.51B","n/a","Transportation","Railroads","https://old.nasdaq.com/symbol/nsc",
"NSYS","Nortech Systems Incorporated","4.8791","$12.97M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/nsys",
"NOA","North American Construction Group Ltd.","6.59","$192.06M","2006","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/noa",
"NRT","North European Oil Royality Trust","3.02","$27.76M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/nrt",
"NMMCU","North Mountain Merger Corp.","10.15","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/nmmcu",
"NBN","Northeast Bank","19.71","$161.52M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/nbn",
"NAK","Northern Dynasty Minerals, Ltd.","1.01","$511.66M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/nak",
"NGA","Northern Genesis Acquisition Corp.","9.68","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/nga",
"NGA.U","Northern Genesis Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/nga.u",
"NGA.WS","Northern Genesis Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nga.ws",
"NOG","Northern Oil and Gas, Inc.","5.05","$227.04M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nog",
"NTIC","Northern Technologies International Corporation","8.778","$79.88M","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/ntic",
"NTRS","Northern Trust Corporation","85.41","$17.77B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ntrs",
"NTRSO","Northern Trust Corporation","27.06","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ntrso",
"NFBK","Northfield Bancorp, Inc.","10.28","$546.14M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/nfbk",
"NRIM","Northrim BanCorp Inc","29.76","$189.51M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/nrim",
"NOC","Northrop Grumman Corporation","311.33","$51.9B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/noc",
"NWBI","Northwest Bancshares, Inc.","10.12","$1.29B","2009","Finance","Major Banks","https://old.nasdaq.com/symbol/nwbi",
"NWN","Northwest Natural Holding Company","45.35","$1.39B","n/a","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/nwn",
"NWPX","Northwest Pipe Company","29.97","$293.73M","1995","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/nwpx",
"NWE","NorthWestern Corporation","50.81","$2.57B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/nwe",
"NLOK","NortonLifeLock Inc.","20.7","$12.23B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/nlok",
"NCLH","Norwegian Cruise Line Holdings Ltd.","16.45","$4.53B","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/nclh",
"NCLH","Norwegian Cruise Line Holdings Ltd.","16.45","$4.53B","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/nclh",
"NWFL","Norwood Financial Corp.","24.85","$203.63M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/nwfl",
"NVFY","Nova Lifestyle, Inc","2.02","$11.2M","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/nvfy",
"NVMI","Nova Measuring Instruments Ltd.","57.69","$1.62B","2000","Capital Goods","Electronic Components","https://old.nasdaq.com/symbol/nvmi",
"NBY","NovaBay Pharmaceuticals, Inc.","0.7399","$30.88M","2007","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nby",
"NG","Novagold Resources Inc.","10.98","$3.62B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/ng",
"NOVN","Novan, Inc.","0.557","$76.57M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/novn",
"NOVT","Novanta Inc.","113.24","$3.98B","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/novt",
"NVS","Novartis AG","85.79","$196.37B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nvs",
"NVAX","Novavax, Inc.","102.05","$6.25B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/nvax",
"NVO","Novo Nordisk A/S","70.78","$164.55B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nvo",
"NVCR","NovoCure Limited","132.34","$13.38B","2015","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/nvcr",
"NOVS","Novus Capital Corporation","10.8","$136.62M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/novs",
"NOVSU","Novus Capital Corporation","13.09","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/novsu",
"NOVSW","Novus Capital Corporation","2.25","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/novsw",
"NVUS","Novus Therapeutics, Inc.","17.2601","$21.62M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nvus",
"DNOW","NOW Inc.","5.16","$564.4M","2014","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/dnow",
"NRG","NRG Energy, Inc.","33.4","$8.15B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/nrg",
"NTN","NTN Buzztime, Inc.","2.05","$6.05M","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/ntn",
"NUS","Nu Skin Enterprises, Inc.","53.92","$2.77B","1996","Health Care","Other Pharmaceuticals","https://old.nasdaq.com/symbol/nus",
"NUAN","Nuance Communications, Inc.","34.29","$9.68B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/nuan",
"NCNA","NuCana plc","5.35","$273.78M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ncna",
"NUE","Nucor Corporation","48.97","$14.78B","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/nue",
"NRIX","Nurix Therapeutics, Inc.","26.54","$1.03B","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nrix",
"NS","Nustar Energy L.P.","10.78","$1.18B","n/a","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/ns",
"NS^A","Nustar Energy L.P.","18.34","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ns^a",
"NS^B","Nustar Energy L.P.","16.65","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ns^b",
"NS^C","Nustar Energy L.P.","19.72","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ns^c",
"NSS","NuStar Logistics, L.P.","19.23","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nss",
"NTNX","Nutanix, Inc.","24.29","$4.91B","2016","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ntnx",
"NTR","Nutrien Ltd.","40.08","$22.81B","2018","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/ntr",
"NUVA","NuVasive, Inc.","52.4","$2.69B","2004","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/nuva",
"NVG","Nuveen AMT-Free Municipal Credit Income Fund","15.66","$3.34B","2002","n/a","n/a","https://old.nasdaq.com/symbol/nvg",
"NUV","Nuveen AMT-Free Municipal Value Fund","10.85","$2.25B","1987","n/a","n/a","https://old.nasdaq.com/symbol/nuv",
"NUW","Nuveen AMT-Free Municipal Value Fund","15.71","$243.76M","2009","n/a","n/a","https://old.nasdaq.com/symbol/nuw",
"NEA","Nuveen AMT-Free Quality Municipal Income Fund","14.17","$3.95B","2002","n/a","n/a","https://old.nasdaq.com/symbol/nea",
"NAZ","Nuveen Arizona Quality Municipal Income Fund","14.81","$171.37M","1992","n/a","n/a","https://old.nasdaq.com/symbol/naz",
"NKX","Nuveen California AMT-Free Quality Municipal Income Fund","15.21","$722.78M","2002","n/a","n/a","https://old.nasdaq.com/symbol/nkx",
"NCB","Nuveen California Municipal Value Fund 2","15.52","$51.26M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ncb",
"NCA","Nuveen California Municipal Value Fund, Inc.","10.26","$288.21M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nca",
"NAC","Nuveen California Quality Municipal Income Fund","14.66","$2.12B","1999","n/a","n/a","https://old.nasdaq.com/symbol/nac",
"JCE","Nuveen Core Equity Alpha Fund","12.95","$207.58M","2007","n/a","n/a","https://old.nasdaq.com/symbol/jce",
"JHAA","Nuveen Corporate Income 2023 Target Term Fund","9.54","$74.65M","2018","n/a","n/a","https://old.nasdaq.com/symbol/jhaa",
"JHB","Nuveen Corporate Income November 2021 Target Term ","8.96","$500.86M","2016","n/a","n/a","https://old.nasdaq.com/symbol/jhb",
"JCO","Nuveen Credit Opportunities 2022 Target Term Fund","7.91","$219.43M","2017","n/a","n/a","https://old.nasdaq.com/symbol/jco",
"JQC","Nuveen Credit Strategies Income Fund","5.9","$800.09M","2003","n/a","n/a","https://old.nasdaq.com/symbol/jqc",
"JDD","Nuveen Diversified Dividend and Income Fund","7.71","$152.17M","2003","n/a","n/a","https://old.nasdaq.com/symbol/jdd",
"DIAX","Nuveen Dow 30SM Dynamic Overwrite Fund","13.61","$494.95M","2014","n/a","n/a","https://old.nasdaq.com/symbol/diax",
"NDMO","Nuveen Dynamic Municipal Opportunities Fund","14.94","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/ndmo",
"JEMD","Nuveen Emerging Markets Debt 2022 Target Term Fund","7.1","$101.14M","2017","n/a","n/a","https://old.nasdaq.com/symbol/jemd",
"NEV","Nuveen Enhanced Municipal Value Fund","14.62","$364.77M","2009","n/a","n/a","https://old.nasdaq.com/symbol/nev",
"JFR","Nuveen Floating Rate Income Fund","8.12","$462.18M","2004","n/a","n/a","https://old.nasdaq.com/symbol/jfr",
"JRO","Nuveen Floating Rate Income Opportuntiy Fund","8.04","$325.95M","2004","n/a","n/a","https://old.nasdaq.com/symbol/jro",
"NKG","Nuveen Georgia Quality Municipal Income Fund ","12.25","$127.4M","2002","n/a","n/a","https://old.nasdaq.com/symbol/nkg",
"JGH","Nuveen Global High Income Fund","13.76","$318.92M","2014","n/a","n/a","https://old.nasdaq.com/symbol/jgh",
"JHY","Nuveen High Income 2020 Target Term Fund","9.5","$150.09M","2015","n/a","n/a","https://old.nasdaq.com/symbol/jhy",
"NXC","Nuveen Insured California Select Tax-Free Income Portfolio","15.8","$100.36M","1992","n/a","n/a","https://old.nasdaq.com/symbol/nxc",
"NXN","Nuveen Insured New York Select Tax-Free Income Portfolio","13.07","$51.3M","1992","n/a","n/a","https://old.nasdaq.com/symbol/nxn",
"NID","Nuveen Intermediate Duration Municipal Term Fund","13.35","$626.24M","2012","n/a","n/a","https://old.nasdaq.com/symbol/nid",
"NMY","Nuveen Maryland Quality Municipal Income Fund","13.54","$312.77M","1993","n/a","n/a","https://old.nasdaq.com/symbol/nmy",
"NMT","Nuveen Massachusetts Municipal Income Fund","14.15","$131.92M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nmt",
"NUM","Nuveen Michigan Quality Municipal Income Fund","14.24","$288.03M","1991","n/a","n/a","https://old.nasdaq.com/symbol/num",
"NMS","Nuveen Minnesota Quality Municipal Income Fund","14.726","$85.15M","2014","n/a","n/a","https://old.nasdaq.com/symbol/nms",
"NOM","Nuveen Missouri Quality Municipal Income Fund","14.205","$33.32M","1993","n/a","n/a","https://old.nasdaq.com/symbol/nom",
"JLS","Nuveen Mortgage and Income Fund","18.72","$102.72M","2009","n/a","n/a","https://old.nasdaq.com/symbol/jls",
"JMM","Nuveen Multi-Market Income Fund","6.93","$65.57M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jmm",
"NHA","Nuveen Municipal 2021 Target Term Fund","9.71","$83.73M","2016","n/a","n/a","https://old.nasdaq.com/symbol/nha",
"NZF","Nuveen Municipal Credit Income Fund","14.81","$2.1B","2007","n/a","n/a","https://old.nasdaq.com/symbol/nzf",
